-1897.6878325279586,-416.4152334165135,381.8242477415541
-1858.7429396816121,-565.5640771193706,287.15919666607715
-1528.5441731614824,-467.89542105899335,702.7057305590135
-1874.1753477359202,-398.07548147767966,824.4059166066552
-2293.3999178330096,-281.2124184329693,-349.91870796195377
-1816.9281160470039,35.26576089786755,-531.0808470447013
-1956.7164137625487,-531.7369531585884,68.67704070335849
-821.5496285884246,-455.25955910993076,-499.74182735657234
-1969.2562220098466,-222.2237111585476,-220.4309151398378
-1709.3466533658236,-613.625875509394,184.1075611897378
-2009.2768916068594,-423.06094371680774,368.0558887402337
-1669.0205006395151,-234.67721182055038,-797.5585875824956
-2080.916769222715,-287.97637788890495,241.09774639028643
-1022.2520530451001,-308.5613439272633,-473.6621462078192
-1922.8197434071988,-32.727192414371586,-383.0796442149167
-1547.028461817773,-211.127081376163,-148.87449000523299
-2262.333220233259,-619.0532833978905,599.775304215042
-2027.9356919913766,-686.1895597914707,-783.9045068272355
-1408.9400196195888,-165.949198134736,-187.60336978334522
-1872.4891914163838,-379.59606002736984,146.51413352734312
-2013.9408211266555,-87.55661677985037,149.526752359514
-1642.459824656634,-457.4832806580884,-631.7007553920982
-1774.8965307881904,-571.4121242093593,-941.5221886961951
-936.9315131526961,-40.07929633144349,-338.8360878799376
-1252.2117892934118,84.42542020739155,-360.7192690246006
-1521.4822349156177,-154.90842680307003,-883.9028018433031
-874.2720694401035,79.42151640983838,11.493882307020982
-1589.8535021844011,-203.61451045210788,-236.6643522823934
-815.9312083666244,-368.5286914910416,-429.40158592904424
-1421.515934554886,-346.81922655524596,-817.0666118444074
-550.4702700588291,100.37753787805687,58.92481242907529
-2188.7994829044737,-349.6770045913997,-608.3995743490735
-2644.680480655757,-418.3424391667196,-112.89629796790527
-1824.2915085721447,-106.90947410698055,-233.29704477391715
-2570.7252832305167,-520.8673238773263,336.0898478157145
-1878.5274435235626,-120.36238997425602,-196.56895149980483
-1724.3698445352024,-121.77691338827512,-44.24170098987423
-1873.7182979269255,-398.02239059663736,-69.58969048499037
-2543.241325732585,-545.2289990558869,836.8517322899611
-2725.0655860126244,-357.27905031454515,615.2504461681001
-2223.5934748144273,-445.3057572247974,-722.0375265360209
-1948.9786136445475,-301.27419693431375,-335.43799554200353
-1790.6803480215228,-324.71830297164473,-751.7112294585636
-1802.173028463755,88.02935319714106,195.32530916638356
-1833.587665940209,-415.36096464826716,491.25425775218474
-2190.166614456336,-315.5406792108164,-847.7617055332604
